Notes	County	County Code	Year	Year Code	Drug/Alcohol Induced Cause	Drug/Alcohol Induced Cause Code	Deaths
	Autauga County, AL	1001	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	508.0
	Baldwin County, AL	1003	2012.0	2012.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	24.0
	Baldwin County, AL	1003	2012.0	2012.0	All other alcohol-induced causes	A9	20.0
	Baldwin County, AL	1003	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	1746.0
	Barbour County, AL	1005	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	270.0
	Bibb County, AL	1007	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	246.0
	Blount County, AL	1009	2012.0	2012.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	15.0
	Blount County, AL	1009	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	558.0
	Bullock County, AL	1011	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	99.0
	Butler County, AL	1013	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	278.0
	Calhoun County, AL	1015	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	1358.0
	Chambers County, AL	1017	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	490.0
	Cherokee County, AL	1019	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	322.0
	Chilton County, AL	1021	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	474.0
	Choctaw County, AL	1023	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	183.0
	Clarke County, AL	1025	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	265.0
	Clay County, AL	1027	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	164.0
	Cleburne County, AL	1029	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	164.0
	Coffee County, AL	1031	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	509.0
	Colbert County, AL	1033	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	688.0
	Conecuh County, AL	1035	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	191.0
	Coosa County, AL	1037	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	123.0
	Covington County, AL	1039	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	501.0
	Crenshaw County, AL	1041	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	164.0
	Cullman County, AL	1043	2012.0	2012.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	12.0
	Cullman County, AL	1043	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	941.0
	Dale County, AL	1045	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	446.0
	Dallas County, AL	1047	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	547.0
	DeKalb County, AL	1049	2012.0	2012.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	15.0
	DeKalb County, AL	1049	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	728.0
	Elmore County, AL	1051	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	713.0
	Escambia County, AL	1053	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	446.0
	Etowah County, AL	1055	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	1333.0
	Fayette County, AL	1057	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	231.0
	Franklin County, AL	1059	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	398.0
	Geneva County, AL	1061	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	343.0
	Greene County, AL	1063	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	119.0
	Hale County, AL	1065	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	160.0
	Henry County, AL	1067	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	237.0
	Houston County, AL	1069	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	999.0
	Jackson County, AL	1071	2012.0	2012.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	11.0
	Jackson County, AL	1071	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	664.0
	Jefferson County, AL	1073	2012.0	2012.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	65.0
	Jefferson County, AL	1073	2012.0	2012.0	All other drug-induced causes	D9	43.0
	Jefferson County, AL	1073	2012.0	2012.0	All other alcohol-induced causes	A9	40.0
	Jefferson County, AL	1073	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	6692.0
	Lamar County, AL	1075	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	185.0
	Lauderdale County, AL	1077	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	1048.0
	Lawrence County, AL	1079	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	387.0
	Lee County, AL	1081	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	919.0
	Limestone County, AL	1083	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	723.0
	Lowndes County, AL	1085	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	126.0
	Macon County, AL	1087	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	214.0
	Madison County, AL	1089	2012.0	2012.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	25.0
	Madison County, AL	1089	2012.0	2012.0	All other alcohol-induced causes	A9	17.0
	Madison County, AL	1089	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	2691.0
	Marengo County, AL	1091	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	237.0
	Marion County, AL	1093	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	392.0
	Marshall County, AL	1095	2012.0	2012.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	11.0
	Marshall County, AL	1095	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	1066.0
	Mobile County, AL	1097	2012.0	2012.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	47.0
	Mobile County, AL	1097	2012.0	2012.0	Drug poisonings (overdose) Suicide (X60-X64)	D2	11.0
	Mobile County, AL	1097	2012.0	2012.0	All other alcohol-induced causes	A9	23.0
	Mobile County, AL	1097	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	4192.0
	Monroe County, AL	1099	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	279.0
	Montgomery County, AL	1101	2012.0	2012.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	15.0
	Montgomery County, AL	1101	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	1973.0
	Morgan County, AL	1103	2012.0	2012.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	18.0
	Morgan County, AL	1103	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	1233.0
	Perry County, AL	1105	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	141.0
	Pickens County, AL	1107	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	251.0
	Pike County, AL	1109	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	301.0
	Randolph County, AL	1111	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	258.0
	Russell County, AL	1113	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	555.0
	St. Clair County, AL	1115	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	826.0
	Shelby County, AL	1117	2012.0	2012.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	34.0
	Shelby County, AL	1117	2012.0	2012.0	All other alcohol-induced causes	A9	11.0
	Shelby County, AL	1117	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	1280.0
	Sumter County, AL	1119	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	153.0
	Talladega County, AL	1121	2012.0	2012.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	10.0
	Talladega County, AL	1121	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	940.0
	Tallapoosa County, AL	1123	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	524.0
	Tuscaloosa County, AL	1125	2012.0	2012.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	27.0
	Tuscaloosa County, AL	1125	2012.0	2012.0	All other alcohol-induced causes	A9	11.0
	Tuscaloosa County, AL	1125	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	1581.0
	Walker County, AL	1127	2012.0	2012.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	23.0
	Walker County, AL	1127	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	975.0
	Washington County, AL	1129	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	206.0
	Wilcox County, AL	1131	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	122.0
	Winston County, AL	1133	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	313.0
	Aleutians West Census Area, AK	2016	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	15.0
	Anchorage Borough, AK	2020	2012.0	2012.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	54.0
	Anchorage Borough, AK	2020	2012.0	2012.0	All other alcohol-induced causes	A9	40.0
	Anchorage Borough, AK	2020	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	1392.0
	Bethel Census Area, AK	2050	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	108.0
	Denali Borough, AK	2068	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	11.0
	Dillingham Census Area, AK	2070	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	29.0
	Fairbanks North Star Borough, AK	2090	2012.0	2012.0	All other alcohol-induced causes	A9	14.0
	Fairbanks North Star Borough, AK	2090	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	429.0
	Haines Borough, AK	2100	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	20.0
	Juneau Borough, AK	2110	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	157.0
	Kenai Peninsula Borough, AK	2122	2012.0	2012.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	11.0
	Kenai Peninsula Borough, AK	2122	2012.0	2012.0	All other alcohol-induced causes	A9	10.0
	Kenai Peninsula Borough, AK	2122	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	333.0
	Ketchikan Gateway Borough, AK	2130	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	92.0
	Kodiak Island Borough, AK	2150	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	64.0
	Matanuska-Susitna Borough, AK	2170	2012.0	2012.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	21.0
	Matanuska-Susitna Borough, AK	2170	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	481.0
	Nome Census Area, AK	2180	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	64.0
	North Slope Borough, AK	2185	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	37.0
	Northwest Arctic Borough, AK	2188	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	45.0
	Prince of Wales-Outer Ketchikan Census Area, AK	2201	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	43.0
	Sitka Borough, AK	2220	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	68.0
	Skagway-Hoonah-Angoon Census Area, AK	2232	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	18.0
	Southeast Fairbanks Census Area, AK	2240	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	45.0
	Valdez-Cordova Census Area, AK	2261	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	42.0
	Wade Hampton Census Area, AK	2270	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	52.0
	Wrangell-Petersburg Census Area, AK	2280	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	36.0
	Yukon-Koyukuk Census Area, AK	2290	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	56.0
	Apache County, AZ	4001	2012.0	2012.0	Alcohol poisonings (overdose) (X45, X65, Y15)	A1	15.0
	Apache County, AZ	4001	2012.0	2012.0	All other alcohol-induced causes	A9	38.0
	Apache County, AZ	4001	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	497.0
	Cochise County, AZ	4003	2012.0	2012.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	15.0
	Cochise County, AZ	4003	2012.0	2012.0	All other alcohol-induced causes	A9	26.0
	Cochise County, AZ	4003	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	1158.0
	Coconino County, AZ	4005	2012.0	2012.0	All other alcohol-induced causes	A9	22.0
	Coconino County, AZ	4005	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	697.0
	Gila County, AZ	4007	2012.0	2012.0	All other alcohol-induced causes	A9	14.0
	Gila County, AZ	4007	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	631.0
	Graham County, AZ	4009	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	282.0
	Greenlee County, AZ	4011	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	66.0
	La Paz County, AZ	4012	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	252.0
	Maricopa County, AZ	4013	2012.0	2012.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	456.0
	Maricopa County, AZ	4013	2012.0	2012.0	Drug poisonings (overdose) Suicide (X60-X64)	D2	88.0
	Maricopa County, AZ	4013	2012.0	2012.0	Drug poisonings (overdose) Undetermined (Y10-Y14)	D4	86.0
	Maricopa County, AZ	4013	2012.0	2012.0	All other drug-induced causes	D9	52.0
	Maricopa County, AZ	4013	2012.0	2012.0	Alcohol poisonings (overdose) (X45, X65, Y15)	A1	28.0
	Maricopa County, AZ	4013	2012.0	2012.0	All other alcohol-induced causes	A9	493.0
	Maricopa County, AZ	4013	2012.0	2012.0	All other non-drug and non-alcohol causes	O9	25156.0
	Mohave County, AZ	4015	2012.0	2012.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	55.0
