Notes	County	County Code	Year	Year Code	Drug/Alcohol Induced Cause	Drug/Alcohol Induced Cause Code	Deaths
	Autauga County, AL	1001	2015.0	2015.0	All other non-drug and non-alcohol causes	O9	513
	Baldwin County, AL	1003	2015.0	2015.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	40
	Baldwin County, AL	1003	2015.0	2015.0	All other alcohol-induced causes	A9	18
	Baldwin County, AL	1003	2015.0	2015.0	All other non-drug and non-alcohol causes	O9	2030
	Barbour County, AL	1005	2015.0	2015.0	All other non-drug and non-alcohol causes	O9	293
	Bibb County, AL	1007	2015.0	2015.0	All other non-drug and non-alcohol causes	O9	235
	Blount County, AL	1009	2015.0	2015.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	11
	Blount County, AL	1009	2015.0	2015.0	All other non-drug and non-alcohol causes	O9	599
	Bullock County, AL	1011	2015.0	2015.0	All other non-drug and non-alcohol causes	O9	118
	Butler County, AL	1013	2015.0	2015.0	All other non-drug and non-alcohol causes	O9	251
	Calhoun County, AL	1015	2015.0	2015.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	20
	Calhoun County, AL	1015	2015.0	2015.0	All other non-drug and non-alcohol causes	O9	1457
	Chambers County, AL	1017	2015.0	2015.0	All other non-drug and non-alcohol causes	O9	432
	Cherokee County, AL	1019	2015.0	2015.0	All other non-drug and non-alcohol causes	O9	335
	Chilton County, AL	1021	2015.0	2015.0	All other non-drug and non-alcohol causes	O9	516
	Choctaw County, AL	1023	2015.0	2015.0	All other non-drug and non-alcohol causes	O9	182
	Clarke County, AL	1025	2015.0	2015.0	All other non-drug and non-alcohol causes	O9	269
	Clay County, AL	1027	2015.0	2015.0	All other non-drug and non-alcohol causes	O9	187
	Cleburne County, AL	1029	2015.0	2015.0	All other non-drug and non-alcohol causes	O9	198
	Coffee County, AL	1031	2015.0	2015.0	All other non-drug and non-alcohol causes	O9	498
	Colbert County, AL	1033	2015.0	2015.0	All other non-drug and non-alcohol causes	O9	739
	Conecuh County, AL	1035	2015.0	2015.0	All other non-drug and non-alcohol causes	O9	185
	Coosa County, AL	1037	2015.0	2015.0	All other non-drug and non-alcohol causes	O9	150
	Covington County, AL	1039	2015.0	2015.0	All other non-drug and non-alcohol causes	O9	539
	Crenshaw County, AL	1041	2015.0	2015.0	All other non-drug and non-alcohol causes	O9	176
	Cullman County, AL	1043	2015.0	2015.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	11
	Cullman County, AL	1043	2015.0	2015.0	All other alcohol-induced causes	A9	11
	Cullman County, AL	1043	2015.0	2015.0	All other non-drug and non-alcohol causes	O9	978
	Dale County, AL	1045	2015.0	2015.0	All other non-drug and non-alcohol causes	O9	501
	Dallas County, AL	1047	2015.0	2015.0	All other non-drug and non-alcohol causes	O9	539
	DeKalb County, AL	1049	2015.0	2015.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	17
	DeKalb County, AL	1049	2015.0	2015.0	All other non-drug and non-alcohol causes	O9	803
	Elmore County, AL	1051	2015.0	2015.0	All other non-drug and non-alcohol causes	O9	752
	Escambia County, AL	1053	2015.0	2015.0	All other non-drug and non-alcohol causes	O9	470
	Etowah County, AL	1055	2015.0	2015.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	22
	Etowah County, AL	1055	2015.0	2015.0	All other non-drug and non-alcohol causes	O9	1406
	Fayette County, AL	1057	2015.0	2015.0	All other non-drug and non-alcohol causes	O9	227
	Franklin County, AL	1059	2015.0	2015.0	All other non-drug and non-alcohol causes	O9	373
	Geneva County, AL	1061	2015.0	2015.0	All other non-drug and non-alcohol causes	O9	338
	Greene County, AL	1063	2015.0	2015.0	All other non-drug and non-alcohol causes	O9	113
	Hale County, AL	1065	2015.0	2015.0	All other non-drug and non-alcohol causes	O9	169
	Henry County, AL	1067	2015.0	2015.0	All other non-drug and non-alcohol causes	O9	225
	Houston County, AL	1069	2015.0	2015.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	10
	Houston County, AL	1069	2015.0	2015.0	All other non-drug and non-alcohol causes	O9	1064
	Jackson County, AL	1071	2015.0	2015.0	All other non-drug and non-alcohol causes	O9	713
