Notes	County	County Code	Year	Year Code	Drug/Alcohol Induced Cause	Drug/Alcohol Induced Cause Code	Deaths
	Autauga County, AL	1001	2009.0	2009.0	All other non-drug and non-alcohol causes	O9	408.0
	Baldwin County, AL	1003	2009.0	2009.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	29.0
	Baldwin County, AL	1003	2009.0	2009.0	All other non-drug and non-alcohol causes	O9	1669.0
	Barbour County, AL	1005	2009.0	2009.0	All other non-drug and non-alcohol causes	O9	299.0
	Bibb County, AL	1007	2009.0	2009.0	All other non-drug and non-alcohol causes	O9	207.0
	Blount County, AL	1009	2009.0	2009.0	All other non-drug and non-alcohol causes	O9	541.0
	Bullock County, AL	1011	2009.0	2009.0	All other non-drug and non-alcohol causes	O9	112.0
	Butler County, AL	1013	2009.0	2009.0	All other non-drug and non-alcohol causes	O9	242.0
	Calhoun County, AL	1015	2009.0	2009.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	12.0
	Calhoun County, AL	1015	2009.0	2009.0	All other non-drug and non-alcohol causes	O9	1317.0
	Chambers County, AL	1017	2009.0	2009.0	All other non-drug and non-alcohol causes	O9	448.0
	Cherokee County, AL	1019	2009.0	2009.0	All other non-drug and non-alcohol causes	O9	304.0
	Chilton County, AL	1021	2009.0	2009.0	All other non-drug and non-alcohol causes	O9	433.0
	Choctaw County, AL	1023	2009.0	2009.0	All other non-drug and non-alcohol causes	O9	168.0
	Clarke County, AL	1025	2009.0	2009.0	All other non-drug and non-alcohol causes	O9	298.0
	Clay County, AL	1027	2009.0	2009.0	All other non-drug and non-alcohol causes	O9	205.0
	Cleburne County, AL	1029	2009.0	2009.0	All other non-drug and non-alcohol causes	O9	183.0
	Coffee County, AL	1031	2009.0	2009.0	All other non-drug and non-alcohol causes	O9	489.0
	Colbert County, AL	1033	2009.0	2009.0	All other non-drug and non-alcohol causes	O9	631.0
	Conecuh County, AL	1035	2009.0	2009.0	All other non-drug and non-alcohol causes	O9	173.0
	Coosa County, AL	1037	2009.0	2009.0	All other non-drug and non-alcohol causes	O9	132.0
	Covington County, AL	1039	2009.0	2009.0	All other non-drug and non-alcohol causes	O9	488.0
	Crenshaw County, AL	1041	2009.0	2009.0	All other non-drug and non-alcohol causes	O9	179.0
	Cullman County, AL	1043	2009.0	2009.0	All other non-drug and non-alcohol causes	O9	920.0
	Dale County, AL	1045	2009.0	2009.0	All other non-drug and non-alcohol causes	O9	492.0
	Dallas County, AL	1047	2009.0	2009.0	All other non-drug and non-alcohol causes	O9	521.0
