Notes	County	County Code	Year	Year Code	Drug/Alcohol Induced Cause	Drug/Alcohol Induced Cause Code	Deaths
	Autauga County, AL	1001	2010.0	2010.0	All other non-drug and non-alcohol causes	O9	429.0
	Baldwin County, AL	1003	2010.0	2010.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	24.0
	Baldwin County, AL	1003	2010.0	2010.0	All other alcohol-induced causes	A9	17.0
	Baldwin County, AL	1003	2010.0	2010.0	All other non-drug and non-alcohol causes	O9	1754.0
	Barbour County, AL	1005	2010.0	2010.0	All other non-drug and non-alcohol causes	O9	281.0
	Bibb County, AL	1007	2010.0	2010.0	All other non-drug and non-alcohol causes	O9	224.0
	Blount County, AL	1009	2010.0	2010.0	All other non-drug and non-alcohol causes	O9	531.0
	Bullock County, AL	1011	2010.0	2010.0	All other non-drug and non-alcohol causes	O9	132.0
	Butler County, AL	1013	2010.0	2010.0	All other non-drug and non-alcohol causes	O9	267.0
	Calhoun County, AL	1015	2010.0	2010.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	19.0
	Calhoun County, AL	1015	2010.0	2010.0	All other non-drug and non-alcohol causes	O9	1357.0
	Chambers County, AL	1017	2010.0	2010.0	All other non-drug and non-alcohol causes	O9	438.0
	Cherokee County, AL	1019	2010.0	2010.0	All other non-drug and non-alcohol causes	O9	302.0
	Chilton County, AL	1021	2010.0	2010.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	10.0
	Chilton County, AL	1021	2010.0	2010.0	All other non-drug and non-alcohol causes	O9	445.0
	Choctaw County, AL	1023	2010.0	2010.0	All other non-drug and non-alcohol causes	O9	156.0
	Clarke County, AL	1025	2010.0	2010.0	All other non-drug and non-alcohol causes	O9	312.0
	Clay County, AL	1027	2010.0	2010.0	All other non-drug and non-alcohol causes	O9	175.0
	Cleburne County, AL	1029	2010.0	2010.0	All other non-drug and non-alcohol causes	O9	181.0
	Coffee County, AL	1031	2010.0	2010.0	All other non-drug and non-alcohol causes	O9	505.0
	Colbert County, AL	1033	2010.0	2010.0	All other non-drug and non-alcohol causes	O9	690.0
	Conecuh County, AL	1035	2010.0	2010.0	All other non-drug and non-alcohol causes	O9	164.0
	Coosa County, AL	1037	2010.0	2010.0	All other non-drug and non-alcohol causes	O9	145.0
	Covington County, AL	1039	2010.0	2010.0	All other non-drug and non-alcohol causes	O9	475.0
	Crenshaw County, AL	1041	2010.0	2010.0	All other non-drug and non-alcohol causes	O9	167.0
	Cullman County, AL	1043	2010.0	2010.0	All other non-drug and non-alcohol causes	O9	902.0
	Dale County, AL	1045	2010.0	2010.0	All other non-drug and non-alcohol causes	O9	440.0
	Dallas County, AL	1047	2010.0	2010.0	All other non-drug and non-alcohol causes	O9	513.0
	DeKalb County, AL	1049	2010.0	2010.0	All other non-drug and non-alcohol causes	O9	735.0
	Elmore County, AL	1051	2010.0	2010.0	All other non-drug and non-alcohol causes	O9	709.0
	Escambia County, AL	1053	2010.0	2010.0	All other non-drug and non-alcohol causes	O9	406.0
	Etowah County, AL	1055	2010.0	2010.0	All other non-drug and non-alcohol causes	O9	1364.0
	Fayette County, AL	1057	2010.0	2010.0	All other non-drug and non-alcohol causes	O9	248.0
	Franklin County, AL	1059	2010.0	2010.0	All other non-drug and non-alcohol causes	O9	391.0
	Geneva County, AL	1061	2010.0	2010.0	All other non-drug and non-alcohol causes	O9	328.0
	Greene County, AL	1063	2010.0	2010.0	All other non-drug and non-alcohol causes	O9	90.0
	Hale County, AL	1065	2010.0	2010.0	All other non-drug and non-alcohol causes	O9	197.0
	Henry County, AL	1067	2010.0	2010.0	All other non-drug and non-alcohol causes	O9	206.0
	Houston County, AL	1069	2010.0	2010.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	13.0
