Notes	County	County Code	Year	Year Code	Drug/Alcohol Induced Cause	Drug/Alcohol Induced Cause Code	Deaths
	Autauga County, AL	1001	2014.0	2014.0	All other non-drug and non-alcohol causes	O9	475.0
	Baldwin County, AL	1003	2014.0	2014.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	32.0
	Baldwin County, AL	1003	2014.0	2014.0	All other alcohol-induced causes	A9	17.0
	Baldwin County, AL	1003	2014.0	2014.0	All other non-drug and non-alcohol causes	O9	1894.0
	Barbour County, AL	1005	2014.0	2014.0	All other non-drug and non-alcohol causes	O9	295.0
	Bibb County, AL	1007	2014.0	2014.0	All other non-drug and non-alcohol causes	O9	230.0
	Blount County, AL	1009	2014.0	2014.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	11.0
	Blount County, AL	1009	2014.0	2014.0	All other non-drug and non-alcohol causes	O9	610.0
	Bullock County, AL	1011	2014.0	2014.0	All other non-drug and non-alcohol causes	O9	118.0
	Butler County, AL	1013	2014.0	2014.0	All other non-drug and non-alcohol causes	O9	292.0
	Calhoun County, AL	1015	2014.0	2014.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	19.0
	Calhoun County, AL	1015	2014.0	2014.0	All other non-drug and non-alcohol causes	O9	1380.0
	Chambers County, AL	1017	2014.0	2014.0	All other non-drug and non-alcohol causes	O9	422.0
	Cherokee County, AL	1019	2014.0	2014.0	All other non-drug and non-alcohol causes	O9	332.0
	Chilton County, AL	1021	2014.0	2014.0	All other non-drug and non-alcohol causes	O9	437.0
	Choctaw County, AL	1023	2014.0	2014.0	All other non-drug and non-alcohol causes	O9	162.0
	Clarke County, AL	1025	2014.0	2014.0	All other non-drug and non-alcohol causes	O9	288.0
	Clay County, AL	1027	2014.0	2014.0	All other non-drug and non-alcohol causes	O9	186.0
	Cleburne County, AL	1029	2014.0	2014.0	All other non-drug and non-alcohol causes	O9	203.0
	Coffee County, AL	1031	2014.0	2014.0	All other non-drug and non-alcohol causes	O9	509.0
	Colbert County, AL	1033	2014.0	2014.0	All other non-drug and non-alcohol causes	O9	721.0
	Conecuh County, AL	1035	2014.0	2014.0	All other non-drug and non-alcohol causes	O9	161.0
	Coosa County, AL	1037	2014.0	2014.0	All other non-drug and non-alcohol causes	O9	122.0
	Covington County, AL	1039	2014.0	2014.0	All other non-drug and non-alcohol causes	O9	537.0
	Crenshaw County, AL	1041	2014.0	2014.0	All other non-drug and non-alcohol causes	O9	198.0
	Cullman County, AL	1043	2014.0	2014.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	27.0
	Cullman County, AL	1043	2014.0	2014.0	All other non-drug and non-alcohol causes	O9	896.0
	Dale County, AL	1045	2014.0	2014.0	All other non-drug and non-alcohol causes	O9	464.0
	Dallas County, AL	1047	2014.0	2014.0	All other non-drug and non-alcohol causes	O9	504.0
	DeKalb County, AL	1049	2014.0	2014.0	All other non-drug and non-alcohol causes	O9	765.0
	Elmore County, AL	1051	2014.0	2014.0	All other non-drug and non-alcohol causes	O9	767.0
	Escambia County, AL	1053	2014.0	2014.0	Drug poisonings (overdose) Undetermined (Y10-Y14)	D4	10.0
	Escambia County, AL	1053	2014.0	2014.0	All other non-drug and non-alcohol causes	O9	461.0
	Etowah County, AL	1055	2014.0	2014.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	17.0
	Etowah County, AL	1055	2014.0	2014.0	All other non-drug and non-alcohol causes	O9	1320.0
	Fayette County, AL	1057	2014.0	2014.0	All other non-drug and non-alcohol causes	O9	226.0
	Franklin County, AL	1059	2014.0	2014.0	All other non-drug and non-alcohol causes	O9	383.0
	Geneva County, AL	1061	2014.0	2014.0	All other non-drug and non-alcohol causes	O9	338.0
	Greene County, AL	1063	2014.0	2014.0	All other non-drug and non-alcohol causes	O9	108.0
	Hale County, AL	1065	2014.0	2014.0	All other non-drug and non-alcohol causes	O9	182.0
	Henry County, AL	1067	2014.0	2014.0	All other non-drug and non-alcohol causes	O9	201.0
	Houston County, AL	1069	2014.0	2014.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	12.0
	Houston County, AL	1069	2014.0	2014.0	All other non-drug and non-alcohol causes	O9	1014.0
	Jackson County, AL	1071	2014.0	2014.0	All other non-drug and non-alcohol causes	O9	706.0
	Jefferson County, AL	1073	2014.0	2014.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	168.0
	Jefferson County, AL	1073	2014.0	2014.0	All other drug-induced causes	D9	42.0
	Jefferson County, AL	1073	2014.0	2014.0	All other alcohol-induced causes	A9	51.0
	Jefferson County, AL	1073	2014.0	2014.0	All other non-drug and non-alcohol causes	O9	6678.0
	Lamar County, AL	1075	2014.0	2014.0	All other non-drug and non-alcohol causes	O9	185.0
	Lauderdale County, AL	1077	2014.0	2014.0	All other non-drug and non-alcohol causes	O9	1072.0
	Lawrence County, AL	1079	2014.0	2014.0	All other non-drug and non-alcohol causes	O9	397.0
	Lee County, AL	1081	2014.0	2014.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	10.0
	Lee County, AL	1081	2014.0	2014.0	All other non-drug and non-alcohol causes	O9	1172.0
	Limestone County, AL	1083	2014.0	2014.0	All other non-drug and non-alcohol causes	O9	756.0
	Lowndes County, AL	1085	2014.0	2014.0	All other non-drug and non-alcohol causes	O9	136.0
	Macon County, AL	1087	2014.0	2014.0	All other non-drug and non-alcohol causes	O9	241.0
	Madison County, AL	1089	2014.0	2014.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	19.0
	Madison County, AL	1089	2014.0	2014.0	All other alcohol-induced causes	A9	19.0
	Madison County, AL	1089	2014.0	2014.0	All other non-drug and non-alcohol causes	O9	2864.0
	Marengo County, AL	1091	2014.0	2014.0	All other non-drug and non-alcohol causes	O9	256.0
	Marion County, AL	1093	2014.0	2014.0	All other non-drug and non-alcohol causes	O9	386.0
